Unnamed: 0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
0,6.898842776516908,-1.698964569442463,0.3151847481133337,-0.472818704367105,2.761537245616112,4.619793149506839,0.2285439625018126,-1.7064306707198147,10.322316951298685,-6.380629071050588,7.796328422890721,-13.570728491562495,7.242988601049864,-5.773565916528476e-11,32.63409915482644,45.30342345395526,-4.000182418454001
1,0.9498955538592987,-0.03761496832950115,0.002816382725636383,-0.003930412648111334,0.012468022926603657,0.017730379550215718,0.0007087140329863021,-0.004462115907035633,0.011097625063210074,-0.005143837831398907,0.004712979095063408,-0.005410333131116647,0.002574219929794142,1.534333156878294e-15,0.004687466341662576,5.804065605043893e-06,0.11687247767131577
2,1.002494818199755,-0.037825770356714195,0.0032958894613712496,-0.004571009483296505,0.01326889940970128,0.018450630002001804,0.0008849752243772787,-0.004838002273620735,0.011512220546095435,-0.0056463768513275525,0.004913877364587101,-0.005723342578185178,0.002613369274691182,1.2186134842505151e-15,0.004916928306499127,1.9458464250218588e-06,0.1314442859576011
3,0.953402171482001,-0.037629021797982026,0.0028483498413520917,-0.003973119103790408,0.01252141469214358,0.017778396247001525,0.0007204647790790501,-0.0044871749981413404,0.011125264762069138,-0.005177340432727531,0.0047263723130316765,-0.005431200427587915,0.0025768298861206154,1.5135164751665724e-15,0.004702763805985036,5.546850993042077e-06,0.11784393155706958
4,5.508747100682199,-2.692262816881373,0.8077101235461979,6.88084359168304,-2.0422221947670978,-2.907412106484895,0.030681569081599334,0.4255847680393829,-1.1762637761961012,0.3320988842320701,-0.45503725310890564,0.4601687204225612,-0.2828609033973193,-4.325073583203267e-13,-0.41075463984321703,-0.0028584201105569507,-1.0738304450671077
5,0.9709352595954789,-0.03769928914038634,0.003008185419930316,-0.0041866513821853775,0.012788373519842675,0.01801847973093012,0.0007792185095426857,-0.004612470453669654,0.0112634632563642,-0.005344853439370343,0.004793338402872875,-0.005535536909944046,0.002589879667752957,1.409433066607964e-15,0.00477925112759719,4.260777933034732e-06,0.12270120098582925
6,0.956908789104692,-0.03764307526646288,0.0028803169570676894,-0.004015825559469344,0.01257480645768333,0.01782641294378718,0.0007322155251717633,-0.004512234089246971,0.011152904460928115,-0.00521084303405605,0.004739765530999897,-0.005452067724059114,0.00257943984244708,1.4926997934548507e-15,0.004718061270307447,5.289636381040261e-06,0.11881538544282023
7,0.9393757009912053,-0.03757280792405854,0.002720481378489396,-0.00380229328107427,0.012307847629984103,0.01758632945985846,0.0006734617947080999,-0.004386938633718595,0.011014705966632983,-0.005043330027413155,0.0046727994411586635,-0.005347731241702928,0.0025663900608147317,1.596783202013459e-15,0.004641573948695256,6.575709441047606e-06,0.1139581160140581
8,0.9393757009912053,-0.03757280792405854,0.002720481378489396,-0.00380229328107427,0.012307847629984103,0.01758632945985846,0.0006734617947080999,-0.004386938633718595,0.011014705966632983,-0.005043330027413155,0.0046727994411586635,-0.005347731241702928,0.0025663900608147317,1.596783202013459e-15,0.004641573948695256,6.575709441047606e-06,0.1139581160140581
9,0.9463889362365986,-0.03760091486102027,0.002784415609920702,-0.00388770619243228,0.012414631161063776,0.017682362853429938,0.0006969632868935611,-0.00443705681592994,0.011069985364351028,-0.0051103352300703045,0.004699585877095153,-0.005389465834645396,0.00257160997346767,1.5551498385900157e-15,0.004672168877340127,6.061280217045709e-06,0.11590102378556257
