Unnamed: 0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
0,6.327672275619253,-3.5015331702767782,1.004407790364527,6.351746611154132,2.587415479546658,-0.39310555703864863,-3.1780340989122817,0.4302222357960954
1,6.356883451859891,-3.5127741668347823,1.0110999363329702,6.450330434457669,2.5932933102117177,-0.36947117831541954,-2.9738177912130173,0.4324572207250772
2,-0.06866949674396776,-0.016410437742666026,0.01624596473297561,0.47420702956470495,-0.031146803509033864,0.09476857598510402,1.0796126682327776,0.011772962307040646
3,6.356883451859891,-3.5127741668347823,1.0110999363329702,6.450330434457669,2.5932933102117177,-0.36947117831541954,-2.9738177912130173,0.4324572207250772
4,6.356883451859891,-3.5127741668347823,1.0110999363329702,6.450330434457669,2.5932933102117177,-0.36947117831541954,-2.9738177912130173,0.4324572207250772
5,10.979468937241899,-14.127318870410615,-7.690371260790181,-13.118091652990833,-4.720956701977956,0.7158741216867246,5.601669697867675,-0.472387868408701
6,6.356883451859891,-3.5127741668347823,1.0110999363329702,6.450330434457669,2.5932933102117177,-0.36947117831541954,-2.9738177912130173,0.4324572207250772
7,3.423631506212946,-0.8889977691394236,0.42365295887561333,3.1122992590905416,0.9382902210421684,-0.12400531716346473,-0.7227219186308453,-0.3567671040251679
8,16.434377143736263,14.029246298443656,-0.498779994062351,-0.2656338011254393,-0.10889051872841694,0.006002891081583083,0.027021677908023296,-12.626219683502356
9,-0.06866949674396776,-0.016410437742666026,0.01624596473297561,0.47420702956470495,-0.031146803509033864,0.09476857598510402,1.0796126682327776,0.011772962307040646
10,-0.06866949674396776,-0.016410437742666026,0.01624596473297561,0.47420702956470495,-0.031146803509033864,0.09476857598510402,1.0796126682327776,0.011772962307040646
11,-0.06866949674396776,-0.016410437742666026,0.01624596473297561,0.47420702956470495,-0.031146803509033864,0.09476857598510402,1.0796126682327776,0.011772962307040646
12,-0.06866949674396776,-0.016410437742666026,0.01624596473297561,0.47420702956470495,-0.031146803509033864,0.09476857598510402,1.0796126682327776,0.011772962307040646
13,-0.06866949674396776,-0.016410437742666026,0.01624596473297561,0.47420702956470495,-0.031146803509033864,0.09476857598510402,1.0796126682327776,0.011772962307040646
14,-0.06866949674396776,-0.016410437742666026,0.01624596473297561,0.47420702956470495,-0.031146803509033864,0.09476857598510402,1.0796126682327776,0.011772962307040646
15,-0.06866949674396776,-0.016410437742666026,0.01624596473297561,0.47420702956470495,-0.031146803509033864,0.09476857598510402,1.0796126682327776,0.011772962307040646
16,-0.06866949674396776,-0.016410437742666026,0.01624596473297561,0.47420702956470495,-0.031146803509033864,0.09476857598510402,1.0796126682327776,0.011772962307040646
17,-0.06866949674396776,-0.016410437742666026,0.01624596473297561,0.47420702956470495,-0.031146803509033864,0.09476857598510402,1.0796126682327776,0.011772962307040646
18,-0.09788067298460514,-0.005169441184662117,0.009553818764532354,0.37562320626116763,-0.037024634174093664,0.07113419726187493,0.8753963605335127,0.009537977378058856
19,-0.09788067298460514,-0.005169441184662117,0.009553818764532354,0.37562320626116763,-0.037024634174093664,0.07113419726187493,0.8753963605335127,0.009537977378058856
20,-0.12708796053722793,0.006070058934847619,0.0028625636766070432,0.2770525067609634,-0.042901682362971386,0.04750296482500263,0.6712072387818998,0.007303289977633747
21,-0.12708796053722793,0.006070058934847619,0.0028625636766070432,0.2770525067609634,-0.042901682362971386,0.04750296482500263,0.6712072387818998,0.007303289977633747
22,-0.15628617448448823,0.017306067364539435,-0.0038266126901108175,0.17851242946851997,-0.0487769047740919,0.023879073722959027,0.46708155090810777,0.005069296810507215
23,-0.18547661105572028,0.028539082917243247,-0.010514007295792983,0.07999859978273982,-0.054650562232848414,0.00026147519362834827,0.2630102349296133,0.00283589870049399
24,-0.18547661105572028,0.028539082917243247,-0.010514007295792983,0.07999859978273982,-0.054650562232848414,0.00026147519362834827,0.2630102349296133,0.00283589870049399
25,-0.21466380705360988,0.03977085143786972,-0.01720065950104421,-0.01850429340027295,-0.06052356762812048,-0.023353501430407413,0.058961573907474356,0.0006027485309444455
26,-0.24384128133146488,0.05099887886226144,-0.023885084505000972,-0.11697437707495907,-0.06639461683293771,-0.04696061233855257,-0.14501912224554747,-0.0016296578172135224
27,-0.27300968200395825,0.062223414596835565,-0.030567430787750496,-0.21541383854188734,-0.0722638402599979,-0.07056038191186975,-0.34893638452075476,-0.003861369932072981
28,-0.3188132418823346,0.07984946480089679,-0.04106081544488738,-0.3699947433478048,-0.08148036638014391,-0.10761944013396438,-0.6691505998193339,-0.007365859623914731
29,-0.3021754902177741,0.07344695270574647,-0.03724918315015446,-0.3138445508065894,-0.07813254203626979,-0.0941580539609481,-0.5528355228308524,-0.006092883694561231
30,-0.33133157671155894,0.084666749718424,-0.043928708311264775,-0.41224245356297706,-0.08399928762208758,-0.11774786029413875,-0.7566666962718581,-0.008323653635658158
31,-0.33133157671155894,0.084666749718424,-0.043928708311264775,-0.41224245356297706,-0.08399928762208758,-0.11774786029413875,-0.7566666962718581,-0.008323653635658158
32,-0.33133157671155894,0.084666749718424,-0.043928708311264775,-0.41224245356297706,-0.08399928762208758,-0.11774786029413875,-0.7566666962718581,-0.008323653635658158
33,-0.3604818301733219,0.09588430207336023,-0.05060689715159817,-0.510620670614365,-0.08986485949363224,-0.14133294719779418,-0.9604570907913861,-0.01055397728392006
34,-0.3604818301733219,0.09588430207336023,-0.05060689715159817,-0.510620670614365,-0.08986485949363224,-0.14133294719779418,-0.9604570907913861,-0.01055397728392006
35,-0.3896268987177342,0.1070998591769717,-0.05728389815124144,-0.608981389261316,-0.09572938806360122,-0.16491383905297557,-1.1642112373807256,-0.012783904227439871
36,-0.3896268987177342,0.1070998591769717,-0.05728389815124144,-0.608981389261316,-0.09572938806360122,-0.16491383905297557,-1.1642112373807256,-0.012783904227439871
37,-0.3896268987177342,0.1070998591769717,-0.05728389815124144,-0.608981389261316,-0.09572938806360122,-0.16491383905297557,-1.1642112373807256,-0.012783904227439871
38,-0.3896268987177342,0.1070998591769717,-0.05728389815124144,-0.608981389261316,-0.09572938806360122,-0.16491383905297557,-1.1642112373807256,-0.012783904227439871
39,-0.3896268987177342,0.1070998591769717,-0.05728389815124144,-0.608981389261316,-0.09572938806360122,-0.16491383905297557,-1.1642112373807256,-0.012783904227439871
40,-0.4187622455421138,0.11831167518434912,-0.06395867194959066,-0.7073092983999464,-0.10159196044311572,-0.18848686519226782,-1.3678974191009612,-0.015013087349568237
41,-0.4187622455421138,0.11831167518434912,-0.06395867194959066,-0.7073092983999464,-0.10159196044311572,-0.18848686519226782,-1.3678974191009612,-0.015013087349568237
42,-0.4187622455421138,0.11831167518434912,-0.06395867194959066,-0.7073092983999464,-0.10159196044311572,-0.18848686519226782,-1.3678974191009612,-0.015013087349568237
43,-0.4187622455421138,0.11831167518434912,-0.06395867194959066,-0.7073092983999464,-0.10159196044311572,-0.18848686519226782,-1.3678974191009612,-0.015013087349568237
44,-0.4187622455421138,0.11831167518434912,-0.06395867194959066,-0.7073092983999464,-0.10159196044311572,-0.18848686519226782,-1.3678974191009612,-0.015013087349568237
45,-0.4187622455421138,0.11831167518434912,-0.06395867194959066,-0.7073092983999464,-0.10159196044311572,-0.18848686519226782,-1.3678974191009612,-0.015013087349568237
46,-0.4187622455421138,0.11831167518434912,-0.06395867194959066,-0.7073092983999464,-0.10159196044311572,-0.18848686519226782,-1.3678974191009612,-0.015013087349568237
47,-0.4187622455421138,0.11831167518434912,-0.06395867194959066,-0.7073092983999464,-0.10159196044311572,-0.18848686519226782,-1.3678974191009612,-0.015013087349568237
48,-0.3896268987177342,0.1070998591769717,-0.05728389815124144,-0.608981389261316,-0.09572938806360122,-0.16491383905297557,-1.1642112373807256,-0.012783904227439871
49,-0.3896268987177342,0.1070998591769717,-0.05728389815124144,-0.608981389261316,-0.09572938806360122,-0.16491383905297557,-1.1642112373807256,-0.012783904227439871
50,-0.3896268987177342,0.1070998591769717,-0.05728389815124144,-0.608981389261316,-0.09572938806360122,-0.16491383905297557,-1.1642112373807256,-0.012783904227439871
51,-0.3896268987177342,0.1070998591769717,-0.05728389815124144,-0.608981389261316,-0.09572938806360122,-0.16491383905297557,-1.1642112373807256,-0.012783904227439871
52,-0.3896268987177342,0.1070998591769717,-0.05728389815124144,-0.608981389261316,-0.09572938806360122,-0.16491383905297557,-1.1642112373807256,-0.012783904227439871
53,-0.3604818301733219,0.09588430207336023,-0.05060689715159817,-0.510620670614365,-0.08986485949363224,-0.14133294719779418,-0.9604570907913861,-0.01055397728392006
54,-0.3604818301733219,0.09588430207336023,-0.05060689715159817,-0.510620670614365,-0.08986485949363224,-0.14133294719779418,-0.9604570907913861,-0.01055397728392006
55,-0.33133157671155894,0.084666749718424,-0.043928708311264775,-0.41224245356297706,-0.08399928762208758,-0.11774786029413875,-0.7566666962718581,-0.008323653635658158
56,-0.33133157671155894,0.084666749718424,-0.043928708311264775,-0.41224245356297706,-0.08399928762208758,-0.11774786029413875,-0.7566666962718581,-0.008323653635658158
